Headline,Body ID,Stance
"Islamic State leader's family detained by Lebanon, officials say",651,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1821,agree
Questions raised over Nicaragua 'meteorite',1731,discuss
Samsung is reportedly making a secret new chip in the Apple Watch,1939,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,2481,discuss
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1385,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",170,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,1789,unrelated
"Suspected meteorite leaves crater in Managua, is linked to asteroid",1795,unrelated
Founding Fathers-Era Time Capsule Found in Boston,851,unrelated
Amazon's first brick-and-mortar store said to open in Manhattan,1543,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,2272,discuss
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1746,unrelated
Priest' claim of seeing God as a woman dismissed as hoax,1521,agree
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,280,unrelated
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,1184,unrelated
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",505,unrelated
Pentagon: 1 weapons bundle seized by militants,1597,agree
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,662,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,298,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2261,discuss
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,43,unrelated
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1890,agree
Report: Tom Brokaw Wants Brian Williams Fired,277,unrelated
Rapper identified as James Foley's executioner: reports,626,unrelated
American hostage killed in rescue attempt in Yemen - senior official,120,unrelated
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",2032,discuss
Fence jumper reportedly made it much further into White House than Secret Service said,1840,discuss
Bali Awry,1210,unrelated
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1658,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,2372,discuss
Met police denies reports of Banksy arrest,2468,agree
New iOS 8 bug can delete all of your iCloud documents,2163,unrelated
Man who SLAPS people if they sneeze in public being hunted by police,1521,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1574,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,300,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,1743,discuss
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,1029,unrelated
"Gene Munster Predicts $499 Steel Apple Watch, $4,999 for 18k Gold Edition",1239,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1832,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1438,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1185,discuss
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,506,agree
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,951,discuss
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,81,unrelated
Man chops off his own penis after girlfriend told him he was no good in bed,1560,discuss
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2287,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2147,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,851,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1697,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,2431,unrelated
No One In North Korea Is Allowed To Share Kim Jong Un's Name,1603,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,40,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1689,discuss
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2192,discuss
Eyewitness Says Viral Video of Homeless Man Was Staged,1922,discuss
Mexico checks if 43 missing students in mass grave,777,discuss
Robot security guards now patrolling Microsoft's Silicon Valley campus,1074,unrelated
Pope Francis turns out not to have made pets in heaven comment,1371,disagree
Mexico finds 4 more graves at site of suspected student massacre,983,discuss
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1175,unrelated
Spider burrowed through tourist's stomach and up into his chest,1237,unrelated
Alleged audio of Michael Brown shooting has surfaced,2299,unrelated
Iraqi media says ISIS militants have contracted Ebola,734,unrelated
Kim Jong-Un's sister reportedly running N. Korea,1595,unrelated
Alleged audio of Michael Brown shooting released,1223,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2367,unrelated
Audio recording allegedly captures moment Michael Brown was shot,2149,discuss
Jihadi John ‘identified as British man from West London’,77,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1296,unrelated
Terrorism fears rise amid reports of stolen jetliners,1575,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",43,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2084,unrelated
Report: NYPD to stop arresting people for minor marijuana offenses,221,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",800,unrelated
Iraqi media: ISIS militants have contracted Ebola,23,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2403,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,564,discuss
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1515,agree
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2483,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,331,unrelated
Future Apple Watches could include platinum models - report,860,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1438,unrelated
"Meet Magneto Boy, the kid who attracts metal with his body",311,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",788,unrelated
Willie Nelson Dead? Viral Hoax Fools Internet,185,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),499,unrelated
Government fires employee who skipped work for 24 years,1273,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1574,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,137,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,938,unrelated
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",529,unrelated
Seth Rogen to play Woz in Jobs biopic,1184,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1681,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",972,unrelated
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",2260,disagree
Alleged audio of Michael Brown shooting has surfaced,267,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2220,discuss
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1404,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1540,discuss
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,867,unrelated
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1939,discuss
CNN Airs Alleged Audio from Michael Brown Shooting,1605,discuss
Saudi cleric issues fatwa on snowmen,1266,discuss
"Fidel Castro Is Dead, According to Viral Twitter Rumors",1003,discuss
Comcast Says You Can Keep Your Tor,2177,agree
"No, a spider (probably) didn't crawl through a man's body for several days",43,unrelated
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,84,unrelated
A Husband Breaks Down In Tears After Lost Voicemail Message By His Late Wife Is Recovered,1294,unrelated
"No, there aren’t any Ebola cases in Iraq",93,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),130,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2042,unrelated
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2184,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1642,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2067,agree
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1776,discuss
Soldier shot near Canadian parliament building,26,unrelated
$YUM Serving Up #Marijuana & Fried Chicken,2034,unrelated
US Marine survives headshot in Afghanistan,709,unrelated
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",612,unrelated
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,722,unrelated
Video messaging service verifies timing of CNN audio recording,472,unrelated
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",1562,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1660,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2187,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,816,discuss
IS militant 'Jihadi John' named as Mohammed Emwazi from London,1933,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,2313,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,938,unrelated
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",1094,unrelated
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1689,unrelated
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,2317,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1013,unrelated
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,1631,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2147,discuss
Militant Group Says It Killed American Journalist in Syria,874,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),170,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),137,unrelated
Star Wars 7: JJ Abrams want to move release to summer 2015,748,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,981,agree
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1540,agree
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,1195,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",32,unrelated
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1822,discuss
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1549,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2403,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2118,discuss
'Sex attacker' has penis cut off with a cleaver in India,1291,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,601,agree
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,1020,unrelated
Watch marine take sniper shot to the head and live,2267,agree
Amazon to Open First Brick-and-Mortar Site,1742,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',2187,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",2154,discuss
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",93,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1125,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1897,unrelated
Michelle Obama Not Blurred Out on Saudi TV,1342,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1269,unrelated
